,hashtag,frequency
8318,pioneeredit,2
4591,goodjob,2
6786,mautkasaudagar,2
4586,good,2
6015,karnal,2
9728,socialawareness,2
6014,karm,2
5144,hyderabadcovidhelp,2
8823,rajyouthfightcovid,2
8321,pipe,2
4577,goindia,2
6790,maxhospitals,2
8313,pincode274406,2
8312,pincode274402,2
6793,maxwoman,2
5148,hyderabadvaccination,2
6796,may1st,2
9744,solapur,2
8309,pincode274301,2
8307,pimpri,2
6803,mazimetroride,2
4558,godigital,2
8830,ramadanmubarak,2
5152,hypocrisy,2
9719,snapchat,2
6037,kashi,2
8831,ramadoss,2
6759,maskon,2
8796,raiseanissue,2
9687,slotmachine,2
6741,marketingagency,2
5111,howtoregisterforvaccination,2
5112,hp,2
9692,slotsbooking,2
6742,marketingmind,2
5115,hradvisory,2
9697,slowclaps,2
8343,platforms,2
4632,gov,2
8336,plasmadonation,2
5119,htg,2
4628,gotmyjab,2
9707,smartphones,2
6776,match,2
8802,rajasthanlockdown,2
5120,htls2021,2
8805,rajawadihospital,2
4618,gopichand,2
6040,kasoa,2
4616,googleyis2021,2
8327,pk,2
4612,googlesearch2021,2
6039,kasiya,2
4610,googleplaystore,2
9713,smile,2
5128,humanrights,2
5129,humantrials,2
6774,masubramanian,2
6804,mba,2
6808,mca,2
8871,rathyatra,2
6869,melaniatrump,2
4516,givesafetyashot,2
8266,pharmacyoftheworld,2
5173,icaiexampostpone,2
5971,kamalhaasan,2
4511,girluprooh,2
4510,girlupindia,2
5970,kalyug,2
4509,girlupcampaign,2
6864,megha,2
6865,meghalaya,2
8264,pharmacists,2
4508,girlup,2
6868,meity,2
8858,rap,2
8859,rapidleaks,2
4517,gizmohman,2
6873,memedaily,2
9788,southafrica,2
9789,southafricacovid19,2
8860,rapidleakshindi,2
8861,rapidleaksindia,2
8258,pfizergang,2
6885,memories,2
6886,mendhar,2
8253,petrolkavikas,2
9344,saturdaysweat,2
8864,rasra,2
9341,saturdaymood,2
5955,kabir_is_supreme_god,2
9796,southwestdelhi,2
8268,pharmeasy,2
8269,phase,2
6001,kante,2
8284,phoneuthaocurvegirao,2
4551,gobolts,2
5996,kannur,2
4549,gobackmodi,2
9357,save_male_nurses,2
8297,pibfactree,2
5162,iamintel,2
4546,goalockdown,2
4544,goafightscovid19,2
4543,goafightscovid,2
8294,pib,2
6832,medicareforall,2
9353,saudiarabia,2
6835,medicines,2
8285,photo,2
4535,globe,2
8270,phase1,2
5991,kannada_news,2
5164,iamvaccinated,2
9766,soniagandh,2
9767,soniagandhi,2
8281,phizer,2
8843,ramrajya,2
4526,globalbrandsolutions,2
9351,satyendramehra,2
6842,mediparkhospital,2
8279,phirherapheri,2
6846,medtech,2
8846,ramsewaksharma,2
5975,kameraday,2
5171,icaicaexam2021,2
3757,eminem,2
6312,lasikaran,2
11613,wasteoftime,2
539,america,2
10762,twitchstreamer,2
12264,बज़्म,2
543,amitabhbachchan,2
2955,crpf,2
2954,crowder,2
1994,coffee,2
11324,vaccinesavelive,2
1165,bhadrak,2
1164,bhadipamemes,2
11852,wowvillages,2
2948,croatia,2
12255,फरीदाबाद,2
12254,प्लाज़्मा,2
11315,vaccineregistrations,2
10770,twitterraid,2
2008,collaboration,2
11853,writer,2
10772,twocroresvaccines,2
1160,beyourownvoice,2
11312,vaccineregistrationonline,2
2939,crimes,2
12250,पॉजिटिव,2
1159,beyourownself,2
12245,पाप_से_बच्चे_अलग,2
10778,type1diabetes,2
10779,type2diabetes,2
573,andamanfightscovid19,2
2931,cricketer,2
2928,crematoriums,2
2958,cruelsummer,2
11847,worst,2
522,amazonbhagao_vyaparibachao,2
2960,crushthecurve,2
11340,vaccineshot,2
3012,cvnews,2
3010,cvfsaysbevaccinated,2
3009,cvcs,2
3002,cut,2
11339,vaccineshortages,2
11836,worldleaders,2
10742,tumkur,2
3000,customerservice,2
1969,cmotamilnadu,2
2998,customers,2
2996,customerapp,2
2995,customer,2
527,amazonspecials,2
528,ambani,2
11841,worldsbiggestvaccinationdrive,2
1971,cmstalin,2
10747,tv9,2
1175,bhakts,2
1973,cmyogi,2
2978,csharp,2
11845,worldwide,2
10756,tvs,2
12268,बरकरार,2
10757,tvtime,2
1977,cnsales,2
1171,bhakt,2
2966,cryptogem,2
2964,cryptocurrencies,2
12242,पंजीकरण,2
576,andhbhakts,2
12240,न्यूज़,2
2922,credcoins,2
10812,uidesign,2
10817,ukbadvibes,2
1128,bepositive,2
11288,vaccinenews,2
12213,ताज़ा,2
1127,benvax,2
620,anti_india_facebook,2
12208,टीकाकरण_केंद्र,2
10825,uktravel,2
2051,community,2
12204,टीका,2
629,anupamkher,2
2853,cowinslots,2
1121,bengalurucovid,2
638,apcbooks,2
2851,cowinslotbooking,2
2850,cowinslot,2
2848,cowinsite,2
2843,cowinse8,2
640,apekshasandesh,2
12194,जळगाव,2
2062,compassion,2
2837,cowinregistrations,2
12192,जयहिंद,2
645,apgovt,2
646,aphealth,2
1109,beneficiaries,2
12191,जयश्रीराम,2
12188,जयभारत,2
614,anmnews,2
2880,cowinwarrior,2
2042,commitment,2
2901,cranenetwork,2
2918,creativity,2
2917,creativework,2
11304,vaccineracism,2
10790,udaan,2
593,angelbroking,2
594,angiogram,2
595,angioplasty,2
596,angioplastystent,2
12229,नरेंद्रमोदी,2
599,angular,2
2904,cranesforsale,2
1150,beunited,2
2903,cranesales,2
11863,wtf,2
10806,uff,2
11865,wuhanlableak,2
11298,vaccinepolitics,2
12221,देश,2
2032,columbiaasiaindia,2
2897,cptimes,2
10802,udupi,2
2895,cowx,2
12219,दिल्ली,2
2894,cowwin,2
2893,cowurine,2
611,ankurahospitals,2
2891,cowpak,2
2038,comingup,2
10733,tsrtc,2
3019,cyberabad,2
3273,deogiribank,2
1270,biharvaccination,2
3198,decision,2
1263,biharhealthemergency,2
3193,decentralised,2
10624,toyotaindia,2
11779,wired,2
396,agencylife,2
10626,tracing,2
12363,वायरस,2
1874,chittoor,2
1875,chiyaanvikram,2
12360,लोकमत,2
1877,choosetochallenge,2
1878,chowkidar,2
11396,valimaiglimpse,2
407,ahanshetty,2
10634,traffic,2
12355,लसमहोत्सव,2
10637,trai,2
409,ahemdabad,2
1250,bignews,2
1885,chrome,2
415,ahmedabadcovidsupport,2
3161,day9of30,2
3160,day8of30,2
12348,रिपोर्ट,2
10648,travelabroad,2
11791,wizkid,2
1240,bigdata,2
1893,churakedilmera,2
381,against,2
1854,childrenvaccinations,2
1961,cmohry,2
1273,billion,2
11761,wike,2
3269,dengue,2
11762,wimbledon,2
3265,demonetisation,2
10575,togetherwearestronger,2
3261,demand,2
1828,chhatisgarh,2
3256,deloitte,2
11429,vegetablemarket,2
11428,vegetable,2
10581,token,2
10583,tokyo,2
3246,delhipollution,2
359,adults,2
3240,delhilockdown,2
12389,श्रीहरि,2
361,adverse,2
11424,veccine,2
10590,tollywood,2
1287,birdflu,2
11419,vaxtowin,2
1284,biotech,2
1282,biometrics,2
371,aefis,2
10598,tool,2
12380,शनिजयंती,2
1277,bimalpatel,2
1848,children1518years,2
375,affordablevaccine4all,2
10652,travelban,2
11794,womenempowerment,2
11383,vacine,2
433,aiimsdelhi,2
3074,dailyoh,2
10701,triggeringyoubehindthegun,2
3070,dailyhoroscope,2
3066,dailybites,2
3064,daily,2
12303,माझीmumbai,2
11355,vaccinethieves,2
12302,महाराष्ट्र,2
1940,cmdelhi,2
1941,cmedappadipalaniswami,2
1942,cmhokota,2
3054,d365axtechnical,2
1943,cmjharkhand,2
1947,cmmkstalin,2
3050,cylinder,2
11351,vaccinestocks,2
3044,cycloneyaas,2
499,allowphonesales,2
3043,cyclonetaukte,2
11350,vaccinestock,2
10720,trust,2
504,alluarjunforckcevent,2
3031,cybersakshar,2
3030,cybersafety,2
12293,भोपाल,2
12287,भारत_के_बच्चे_पीड़ित_है,2
513,alwaysmakeitrain,2
12283,भाजपानोएडाआईटीटीम,2
519,amarujala,2
3075,dailypost,2
484,aligarh,2
1923,climateaction,2
1227,bidar,2
10662,traveller,2
3135,datascience,2
436,aimim,2
444,airlines,2
10664,travelling,2
3130,datamanagement,2
10665,travelnews,2
446,airport,2
3124,datahack,2
10668,travelupdate,2
10669,travelvaccination,2
1903,citizencentric,2
10672,treat,2
3106,darjeeling,2
1920,classofvaccines,2
11377,vaccinregistration,2
11807,wordsbyfrank,2
12323,मोदी_है_तो_मुमकिन_है,2
11374,vaccini,2
11373,vaccineworks,2
1912,civildefence,2
466,akola,2
1213,bhootpolice,2
468,akshaykumar,2
12318,मोदी_देश_की_शान,2
475,alerts,2
954,bandlamemes,2
1209,bhind,2
654,apocalypse,2
2066,complain,2
2068,complete_bstc_batch_2019_21,2
846,authackeray,2
1010,baroda,2
2252,coronavirusvaccineshot,2
11167,vaccine_enga_da_dei,2
852,automated,2
858,availablenow,2
11028,vaccinatedagainstcovid19,2
1006,bareilly,2
12059,आपलीbmc,2
11032,vaccinatedfirst,2
2260,coronawave2,2
864,avgeek,2
865,aviralgupta,2
2263,coronvaccine,2
2493,covidhomecare,2
2491,covidheroes,2
11962,yugasasoftwarelabs,2
2487,covidhelpcenter,2
2265,corporatevaccination,2
11965,yuvasena,2
868,awaazstory,2
2484,covidguidelines,2
12052,आत्मानिर्भरभारत,2
874,awazthevoice,2
11040,vaccinatekarnataka,2
11041,vaccinatekids,2
12050,आत्मनिर्भरभारत,2
11045,vaccinatenow,2
2473,covidemergencyservices,2
12049,आत्मनिर्भर_भारत,2
1013,barrier,2
2531,covidprotocol,2
11268,vaccinejokes,2
2249,coronavirusvaccineindia,2
802,aspnet,2
804,assamcm,2
808,assamfightscovid,2
2584,covidvaccinationindia,2
2581,covidvaccinationcertificates,2
10991,uttrakhand,2
2577,covidvaccination2021,2
2229,coronavirusappindia,2
2572,covidvacccines,2
12087,ओडिशाहाईकोर्ट,2
815,asterbangalore,2
2230,coronavirusawarenesscampaign,2
11176,vaccineappointment,2
1026,batrahospital,2
821,astrazenecavaccine,2
2233,coronaviruscrisis,2
10998,v6news,2
10999,v9n,2
11001,vaaccination,2
2555,covidsurge,2
827,atcard,2
11172,vaccineadministration,2
2241,coronavirusstrain,2
2546,covidsecondwaveindia,2
1022,basudevpur,2
11006,vacancies,2
2536,covidrelief,2
11010,vacations,2
2533,covidpune,2
993,bansalnews,2
2461,covidcoimbatore,2
2460,covidchennai,2
2453,covidbriefing,2
969,bangaluru,2
12023,محمد_بن_سلمان_على_السعودية,2
2387,covid19sl,2
968,bangalorevaccineupdater,2
12017,حمزه_مش_امير_حمزه_وطن10,2
12015,حذف_درجه_الفاينل,2
2384,covid19secondwave,2
2318,covaxinshortage,2
11127,vaccinationpolicy,2
11097,vaccinationfast,2
2321,covd19,2
11126,vaccinationplatform,2
965,bangalorevaccination,2
12005,zunpulsevaccine,2
937,baladahebthorat,2
12004,zunpulse,2
2365,covid19nfld,2
11125,vaccinationobligatoire,2
11106,vaccinationforchildrens,2
2324,covexin,2
11109,vaccinationforkids,2
2352,covid19funds,2
2345,covid19controlroommaharashtra,2
949,banaras,2
955,bandlanna,2
952,bandipora,2
2340,covid19awareness,2
953,bandlaganesh,2
2339,covid19aus,2
12024,مقلب_رامز_بريم_عبدالله,2
970,bangalviolence,2
11131,vaccinationprogramme,2
2437,covid_deaths,2
12047,आज_का_विचार,2
991,banravanleela_bhavai,2
2450,covidbooster,2
890,ayush,2
2447,covidapps,2
12039,अभिनंदन_भारत,2
11977,zeehindustan,2
2289,countryfile,2
2290,coup,2
11060,vaccinationalert,2
11061,vaccinationapp,2
12035,अपडेट,2
2440,covid_vaccine,2
11983,zeeodisha,2
11132,vaccinationpune,2
905,baathimmatki_keematkinahi,2
906,babaijesha,2
2431,covid_19vaccine,2
909,baburao,2
11070,vaccinationcamps,2
11075,vaccinationcentury,2
2417,covid19vaccineupdate,2
2416,covid19vaccineslotbooking,2
11078,vaccinationcertificatecorrection,2
912,backbone,2
2409,covid19vaccinecertificate,2
11083,vaccinationdata,2
2402,covid19vaccinationforteenagers,2
1039,bbmpfightscovid19,2
2222,coronavaccineupdate,2
2220,coronavaccinescam,2
11223,vaccinedoses,2
11902,ymca,2
2113,contacttracing,2
12168,गांधी,2
11906,yogaday,2
10883,united,2
2117,contentcreators,2
1086,begininvest,2
12164,ख़बर,2
2118,contest,2
1085,beggars,2
11238,vaccinefor18,2
2120,contribution,2
695,appsflyer,2
697,appt_medifit_sscgd,2
699,april28,2
11907,yogaday2021,2
12159,कोव्हीशिल्ड,2
701,apurvgourav,2
11236,vaccinefinder,2
10895,unitedwestand,2
10896,unitetofight,2
10897,unitetofightagainstcorona,2
10899,universal,2
2130,cooperation,2
1081,beed,2
10904,universaltravelpass,2
2133,coornavaccine,2
2732,cowincertificatecorrectiononline,2
11225,vaccinedriveindia,2
2109,consulting,2
11246,vaccinefornone,2
679,applications,2
10863,unicorns,2
11264,vaccineintelligencework,2
2813,cowinonlineportal,2
10855,unfair,2
2079,conexionhonduras11,2
11894,yellow,2
666,apollohyderguda,2
2800,cowinmobileappindia,2
2083,confirmed,2
11258,vaccinehunters,2
668,apollokolkata,2
2799,cowinmobileapp,2
11896,yes2vaccination,2
10862,unicorn,2
2795,cowinmanagement,2
10877,unite2fightagainstcovid,2
1098,believe,2
1095,belagavi,2
1094,bekind,2
2092,congress_toolkit_agenda,2
10869,unionminister,2
11252,vaccineguru,2
11251,vaccineguidelines,2
2100,congresstoolkit,2
2101,congresstoolkitexposed,2
2104,consciousness,2
10875,unite2fight,2
2105,consent,2
2777,cowinhacking,2
2139,core,2
2724,cowinbot,2
1042,bbott,2
2723,cowinbooking,2
12115,कोंग्रेस_आ_रही_है,2
11196,vaccinecertifcate,2
11926,youngandvaccinate,2
764,aryankhandrugscase,2
11193,vaccinecentres,2
2643,covin,2
11192,vaccinecentre,2
768,asap,2
12112,कैदी,2
774,ashtechenterprises,2
2207,coronavaccinationinindia,2
775,ashwinkumar,2
776,ashwinkumarchaubey,2
12110,केजरीवाल,2
11190,vaccinecenter,2
11931,youngsters,2
2624,covidvaccineupdate,2
1050,bcauntyvideo,2
1049,bcauntykiclass,2
11934,youorderwedeliver,2
10971,useless,2
12105,किसान_हक_लेकर_रहेगा,2
1044,bbsr,2
2612,covidvaccineintelligencenetworkindia,2
12101,कानपुर,2
12099,कांग्रेस_आ_रही_है,2
12098,कांग्रेस,2
2217,coronavaccineindia,2
11936,yourdaytoday,2
10954,urbannaxal,2
760,arvindkejriwalfailedcm,2
12118,कोरोना_एक_षडयंत्र_है,2
2694,cowin_dashboard,2
12144,कोविड१९,2
10914,unlockwe,2
720,arisetv,2
721,arjunkapoor,2
2711,cowinappindia,2
2710,cowinappdown,2
2166,coronago,2
12138,कोविड19टीकाकरण,2
2167,coronaguidelines,2
2702,cowinaccountblocked,2
734,arogya_setu,2
2172,coronakoharanahai,2
12129,कोरोना_हारेगा_भारत_जीतेगा,2
1064,beastmode,2
11925,youcantaskthat,2
742,arrangements,2
2690,cowin20,2
10935,upgovernment,2
11204,vaccinechallenge,2
1062,beastfirstlook,2
11203,vaccinecetificate,2
2181,coronapatients,2
10943,upnumber1,2
1061,beast,2
11202,vaccinecertification,2
753,artwork,2
10946,upscextraattempt,2
10948,upstox,2
3272,deoghar,2
1916,ckd,2
3509,dogsoftwitter,2
1477,boycott_manyavar,2
10338,terrorfreekashmir,2
222,aajkaalonline,2
3452,distribution,2
3450,dishapatani,2
3623,duenyalideridiyeceksiniz,2
1697,causeandeffect,2
3448,dishaapp,2
12480,ପ୍ରଭାନ୍ୟୁଜ୍,2
226,aamaadmiparty,2
3446,discudemy,2
12574,ಕೋವಿಡ್_ಲಸಿಕೆ,2
3442,disaster,2
1364,bladeanna,2
77,1st_dose_of_covid19_vaccine,2
1705,ccb,2
11724,whatsappban,2
3436,dirumahaja,2
10335,tennewsdotin,2
3435,directorateofhealth,2
3433,diplomacy,2
10334,tenetmedcorpvaccination,2
3453,district,2
1473,bosch,2
12566,ಒನ್‌ಇಂಡಿಯಾಕನ್ನಡಸುದ್ದಿ,2
12481,ବାସୁଦେବପୁର,2
11576,waiting,2
1684,cases,2
1374,blockchain,2
1686,cashbackpao,2
12568,ಕನ್ನಡ_ಸುದ್ದಿಗಳು,2
1687,cashbean,2
3612,drug,2
12490,ஒன்றியஅரசு,2
12489,ஒன்றிய_பிரதமர்,2
3613,drugs,2
89,2008mou,2
1370,blind,2
10441,theunitedindian,2
3465,divyang,2
11661,wecare,2
12483,ଭଦ୍ରକ,2
1598,ca,2
10445,thewatchdognews,2
3459,divinecreations,2
3458,divine,2
84,1stmarch,2
1711,ccpchina,2
3427,dinalipi,2
10333,tenetmedcorp,2
10332,tenetdiagnostics,2
1587,buttercardn,2
3650,earbuds,2
3397,digitalmission,2
263,abdm,2
11586,walk,2
1585,butter400m,2
3655,earphones,2
1339,bjpvaccinescam,2
3659,earthquakeassam,2
10318,telecom,2
1582,businessvideo,2
1336,bjpnoidaitteam,2
11484,vipnumbers,2
3381,digitalid,2
272,above18years,2
273,above45,2
11482,vipculture,2
1494,breaking_news,2
11481,violence,2
1335,bjpnoidait,2
11479,vinodmoradiya,2
1723,centralasia,2
3648,eachonevaccinateone,2
1350,bkcjumbo,2
1716,celebrate,2
3425,dimapur,2
233,aapdujamnagar,2
12474,સુરત,2
3634,dussehra2021,2
73,1may,2
10328,telugumemes,2
1715,cele,2
10465,thiruvannamalai,2
3641,dx,2
71,1dose,2
3411,digitalundp,2
67,1billionvaccine,2
241,aarogaysetu,2
3644,dystopia,2
3646,e7,2
242,aarograsetu,2
244,aarogya_setu,2
10323,telehealth,2
12465,રજિસ્ટ્રેશન,2
1721,center,2
203,9news,2
3476,dlf,2
10311,telanganafightscorona,2
1406,bmwindia,2
1650,cantwin,2
1422,bollywoodmemes,2
1627,cancelapboardexams2021,2
1652,capability,2
3530,dontiscoming,2
1402,bmcvaccinationupdate,2
11542,vodafoneideafoundation,2
1393,bluecirclediabetesfoundation,2
3525,done,2
1656,capf,2
3523,donateplasma,2
12524,திருப்பத்தூர்,2
10407,thehclubs,2
1626,cancelapboardexams,2
10374,thanjavur,2
159,4yearsofgst,2
160,4yearsofumang,2
11562,vtvgujarati,2
3519,donate4schoolontab,2
11706,westdelhirains,2
3572,dprk,2
1404,bmw,2
1408,bmwnavnitmotors,2
10433,thestrategist,2
3533,dontwaitgovaccinate,2
3551,dose2covaxin,2
126,2dose,2
1634,cancelcbse12thboards2021,2
11694,weneed_tamilactorsassociation,2
1638,cancelclass12thboardexams2021,2
12539,மத்தியஅரசு,2
10392,thebachelorette,2
10393,thebigfight,2
133,2nddosedone,2
134,2ndshot,2
3559,doublemask,2
11554,vot24x7world,2
1633,cancelboards2021,2
138,2xtoppings,2
3539,doolittle,2
140,300deathsatprotest,2
11553,vot24x7,2
3536,doodle,2
1412,boardexams,2
1632,cancelboardexamsinap2021,2
11548,volkswagentaigun,2
11538,vocalforlocal,2
11564,vulnerability,2
11685,welldone,2
11537,vocal4local,2
1382,bloodbank,2
12559,వాక్సిన్,2
3488,dna,2
3598,drone,2
1612,caexamspostpone,2
1610,caexam2021,2
1675,carehealthinsurance,2
1676,carehospital,2
1445,bookings,2
1679,carolespinks,2
10351,tezpur,2
1455,boosted,2
12564,ಆರೋಗ್ಯಸಚಿವಾಲಯ,2
95,22ndjune,2
1379,blogging,2
1378,blogger,2
11712,wewin,2
1462,boostervaccine,2
12496,கோமாதாவேக்சின்,2
199,90crorevaccine,2
3478,dm_agartala,2
104,25सांसद_लापता_है,2
105,27crore,2
3491,dnsb,2
11565,vulturejournalism,2
118,2crorevaccinations,2
170,5ivelive,2
117,2crorevaccination,2
3504,dogdj,2
12515,தமிழ்வாழ்க,2
3502,dodgers,2
116,2crores,2
3501,doctorwho,2
10366,thalassemia,2
1664,carabaocup,2
10358,thalaajith,2
12510,தமிழ்_மொழி,2
11677,weight,2
11568,vvmc,2
11570,wahmodijiwah,2
11534,vmc,2
11532,vlog,2
10360,thalaivii,2
12555,టీకాలుసురక్షితం,2
1672,careapp,2
11592,wanderlust,2
65,1billionvaccinated,2
3555,dotnet,2
11458,victory,2
11621,waves,2
3342,diabetesawareness,2
335,adilabad,2
3341,diabetes,2
3338,dhruvrathee,2
3747,eliminacaopowercouple,2
11750,whitepaper,2
36,1518agegroup,2
3683,ecosystem,2
1507,bricks,2
333,adhaar,2
1787,charteredaccountant,2
11635,weareinthistogether,2
3335,dhoothospital,2
1545,btvnewslive,2
11600,warje,2
10293,teens,2
10259,techn,2
1544,btvnews,2
1805,chellamsir,2
3346,dibrugarh,2
10519,tindergold,2
1309,bjp_fears_socialmedia,2
3688,edisonarty,2
1808,chembur,2
11462,videoeditors,2
1778,channeliam,2
38,15august,2
11740,whereistamil,2
12598,เลื่อนเปิดเทอม,2
11442,verifiedcovidleads,2
1543,btventertainment,2
3299,dettolsalutes,2
1316,bjpfailedkarnataka,2
14,100crvaccination,2
11622,wavesandwirestechnologiesllp,2
10526,tirupati,2
3740,electroniccity,2
21,10million,2
316,actornani,2
1793,chdgroup,2
11747,whitehatjr,2
12416,सैनिकविहारमंडल,2
10537,tn,2
322,adanipower,2
3724,elders,2
12414,सेवा_ही_संगठन,2
1550,bugreport,2
11450,vi,2
3315,devgad,2
3316,devishetty,2
12413,सेवा,2
3722,ekvillainreturns,2
23,10on10,2
10538,tn_together_againstcorona,2
11626,wbpolice,2
11611,wastage,2
1790,chattisgarh,2
1548,bugincowin,2
1560,bulandshahr,2
3734,elections2021,2
10283,techstartups,2
11623,wazirx,2
307,achievement,2
1323,bjpgujarat,2
12422,स्लॉट,2
1789,chattisgargh_teeka_fraud,2
11633,wearechallengers,2
10528,tiruppur,2
11624,wb,2
10501,time,2
3712,eiduladha,2
11606,washington,2
11597,warangal,2
10295,teensvaccination,2
1308,bjp4up,2
11595,waragainstcovid19,2
1330,bjpitcell,2
10562,to,2
10511,timesnownavbharat,2
3367,digitalcertificate,2
283,abuja,2
1542,btt,2
11753,whocares,2
12398,सरकार,2
50,18plusvaccination,2
1573,burhanpur,2
3676,eciph,2
1297,bitcoins,2
53,18to44,2
1821,chennaivaccination,2
1761,challengeaccepted,2
10258,techmahindra,2
3351,diesel,2
11642,wearmasksavelife,2
11616,watchvideo,2
12590,กสพท64,2
353,adoption,2
12620,인스피릿의_봄_성규야_생일축하해,2
1569,bumrah,2
1333,bjpmaharashtra,2
11438,ventilator,2
3369,digitalcreators,2
12621,태민버블,2
11475,village,2
10502,time8news,2
11433,vellore,2
42,15yearsforsouthihpokiri,2
1328,bjpindia,2
10301,tejasvisurya,2
3278,depwd,2
12433,हमजीतेंगे_कोरोनाहारेगा,2
1305,bjp4dpi,2
10564,tocilizumab400,2
11739,whereismyvaccine,2
3,100cr,2
10563,tocilizumab,2
10553,tni,2
11991,zeroresponsibilitymedia,1
11986,zeevajwa,1
11910,yogaforwellness,1
8411,poc,1
11992,zerostress,1
8476,positivity,1
11682,welfareparty,1
11691,weluvcoimbatore,1
8788,railway,1
11681,welcometomyhomeguestbook,1
8412,pocketfriendly,1
8414,poco,1
11924,youarenotalone,1
11909,yogaforall,1
8497,pradiptakumarmohapatra,1
11615,watchlover,1
8777,rahuldravid,1
